"Town","FIPS","Year","Year Submitted","Town Profile Year","Rank","Variable","Measure Type","Value"
"North Stonington","0901155500",2014,2014,2016,"2","Employer","Name","Stonington Institute"
"North Stonington","0901155500",2014,2014,2016,"3","Employer","Name","Lake of Isles"
"North Stonington","0901155500",2014,2014,2016,"4","Employer","Name","North Stonington Elementary"
"North Stonington","0901155500",2014,2014,2016,"5","Employer","Name","Wheeler Middle/High School"
"North Stonington","0901155500",2016,2017,2017,"1","Employer","Name","A/Z Corporation"
"North Stonington","0901155500",2016,2017,2017,"2","Employer","Name","A Thyme to Cook Inc."
"North Stonington","0901155500",2016,2017,2017,"3","Employer","Name","Connecticut Hospital Management Corp"
"North Stonington","0901155500",2016,2017,2017,"4","Employer","Name","Town of North Stonington"
"North Stonington","0901155500",2016,2017,2017,"5","Employer","Name","North Stonington BOE"
"Norwalk","0900156060",2014,2014,2016,"1","Employer","Name","Norwalk Hospital"
"Norwalk","0900156060",2014,2014,2016,"2","Employer","Name","Cablevision"
"Norwalk","0900156060",2014,2014,2016,"3","Employer","Name","GE Capital"
"Norwalk","0900156060",2014,2014,2016,"4","Employer","Name","Diageo"
"Norwalk","0900156060",2014,2014,2016,"5","Employer","Name","Stew Leonard's"
"Norwalk","0900156060",2014,2014,2017,"1","Employer","Name","Norwalk Hospital"
"Norwalk","0900156060",2014,2014,2017,"2","Employer","Name","Cablevision"
"Norwalk","0900156060",2014,2014,2017,"3","Employer","Name","GE Capital"
"Norwalk","0900156060",2014,2014,2017,"4","Employer","Name","Diageo"
"Norwalk","0900156060",2014,2014,2017,"5","Employer","Name","Stew Leonard's"
"Norwich","0901156270",2014,2014,2016,"1","Employer","Name","William W. Backus Hospital"
"Norwich","0901156270",2014,2014,2016,"2","Employer","Name","City of Norwich"
"Norwich","0901156270",2014,2014,2016,"3","Employer","Name","State of CT"
"Norwich","0901156270",2014,2014,2016,"4","Employer","Name","Bob's Discount Furniture"
"Norwich","0901156270",2014,2014,2016,"5","Employer","Name","Norwich Free Academy"
"Norwich","0901156270",2014,2014,2017,"1","Employer","Name","William W. Backus Hospital"
"Norwich","0901156270",2014,2014,2017,"2","Employer","Name","City of Norwich"
"Norwich","0901156270",2014,2014,2017,"3","Employer","Name","State of CT"
"Norwich","0901156270",2014,2014,2017,"4","Employer","Name","Bob's Discount Furniture"
"Norwich","0901156270",2014,2014,2017,"5","Employer","Name","Norwich Free Academy"
"Old Lyme","0901157040",2014,2014,2016,"1","Employer","Name","Neumann USA"
"Old Lyme","0901157040",2014,2014,2016,"2","Employer","Name","Kellogg Marine Supply"
"Old Lyme","0901157040",2014,2014,2016,"3","Employer","Name","Big Y World Class Market"
"Old Lyme","0901157040",2014,2014,2016,"4","Employer","Name","Town of Old Lyme"
"Old Lyme","0901157040",2014,2014,2016,"5","Employer","Name","Mile Creek School"
"Old Lyme","0901157040",2014,2014,2017,"1","Employer","Name","Neumann USA"
"Old Lyme","0901157040",2014,2014,2017,"2","Employer","Name","Kellogg Marine Supply"
"Old Lyme","0901157040",2014,2014,2017,"3","Employer","Name","Big Y World Class Market"
"Old Lyme","0901157040",2014,2014,2017,"4","Employer","Name","Town of Old Lyme"
"Old Lyme","0901157040",2014,2014,2017,"5","Employer","Name","Mile Creek School"
"Old Saybrook","0900757320",2014,2014,2016,"1","Employer","Name","Walmart"
"Old Saybrook","0900757320",2014,2014,2016,"2","Employer","Name","Old Saybrook Point Inn and Spa"
"Old Saybrook","0900757320",2014,2014,2016,"3","Employer","Name","Medoptions Behavioral Health"
"Old Saybrook","0900757320",2014,2014,2016,"4","Employer","Name","Business and Legal Reports Inc"
"Old Saybrook","0900757320",2014,2014,2016,"5","Employer","Name","Marketing List Professionals"
"Old Saybrook","0900757320",2014,2014,2017,"1","Employer","Name","Walmart"
"Old Saybrook","0900757320",2014,2014,2017,"2","Employer","Name","Old Saybrook Point Inn and Spa"
"Old Saybrook","0900757320",2014,2014,2017,"3","Employer","Name","Medoptions Behavioral Health"
"Old Saybrook","0900757320",2014,2014,2017,"4","Employer","Name","Business and Legal Reports Inc"
"Old Saybrook","0900757320",2014,2014,2017,"5","Employer","Name","Marketing List Professionals"
"Orange","0900957600",2014,2014,2016,"1","Employer","Name","Light Sources Inc"
"Orange","0900957600",2014,2014,2016,"2","Employer","Name","Voltarc Technologies"
"Orange","0900957600",2014,2014,2016,"3","Employer","Name","LCD Lighting Inc"
"Orange","0900957600",2014,2014,2016,"4","Employer","Name","Aurora Products"
"Orange","0900957600",2014,2014,2016,"5","Employer","Name","Christmas Tree Shops"
"Orange","0900957600",2016,2017,2017,"1","Employer","Name","United Illuminating"
"Orange","0900957600",2016,2017,2017,"2","Employer","Name","Town of Orange"
"Orange","0900957600",2016,2017,2017,"3","Employer","Name","Southern CT Gas"
"Orange","0900957600",2016,2017,2017,"4","Employer","Name","Light Sources"
"Orange","0900957600",2016,2017,2017,"5","Employer","Name","Target"
"Oxford","0900958300",2014,2014,2016,"1","Employer","Name","Connecticut Concrete Construction"
"Oxford","0900958300",2014,2014,2016,"2","Employer","Name","Employment Options Llc"
"Oxford","0900958300",2014,2014,2016,"3","Employer","Name","RBC Bearings Inc"
"Oxford","0900958300",2014,2014,2016,"4","Employer","Name","RBC Engineered Components"
"Oxford","0900958300",2014,2014,2016,"5","Employer","Name","Waterbury-Oxford Airport-Oxc"
"Oxford","0900958300",2016,2017,2017,"1","Employer","Name","Algonquin Gas"
"Oxford","0900958300",2016,2017,2017,"2","Employer","Name","CT Light & Power"
"Oxford","0900958300",2016,2017,2017,"3","Employer","Name","Roller Bearing"
"Oxford","0900958300",2016,2017,2017,"4","Employer","Name","Heritage Village Water"
"Oxford","0900958300",2016,2017,2017,"5","Employer","Name","Macton"
"Plainfield","0901559980",2014,2014,2016,"1","Employer","Name","Town of Plainfield"
"Plainfield","0901559980",2014,2014,2016,"2","Employer","Name","Lowe's Distribution Center"
"Plainfield","0901559980",2014,2014,2016,"3","Employer","Name","Staples"
"Plainfield","0901559980",2014,2014,2016,"4","Employer","Name","Big Y"
"Plainfield","0901559980",2014,2014,2016,"5","Employer","Name","Griswold Rubber"
"Plainfield","0901559980",2016,2017,2017,"1","Employer","Name","Town of Plainfield"
"Plainfield","0901559980",2016,2017,2017,"2","Employer","Name","Staples"
"Plainfield","0901559980",2016,2017,2017,"3","Employer","Name","Lowe's Distribution"
"Plainfield","0901559980",2016,2017,2017,"4","Employer","Name","Griswold Rubber"
"Plainfield","0901559980",2016,2017,2017,"5","Employer","Name","Big Y"
"Plainville","0900360120",2014,2014,2016,"1","Employer","Name","Wheeler Clinic"
"Plainville","0900360120",2014,2014,2016,"2","Employer","Name","Plainville Board of Education"
"Plainville","0900360120",2014,2014,2016,"3","Employer","Name","Manafort Brothers, Inc."
"Plainville","0900360120",2014,2014,2016,"4","Employer","Name","Gems Sensors and Controls"
"Plainville","0900360120",2014,2014,2016,"5","Employer","Name","Tilcon Connecticut"
"Plainville","0900360120",2016,2017,2017,"1","Employer","Name","Wheeler Clinic"
"Plainville","0900360120",2016,2017,2017,"2","Employer","Name","Plainville - BOE"
"Plainville","0900360120",2016,2017,2017,"3","Employer","Name","Manafort Brothers, Inc."
"Plainville","0900360120",2016,2017,2017,"4","Employer","Name","Gems Sensors and Controls"
"Plainville","0900360120",2016,2017,2017,"5","Employer","Name","Tilcon Connecticut"
"Plymouth","0900560750",2014,2014,2016,"1","Employer","Name","Nicard Enterprises"
"Plymouth","0900560750",2014,2014,2016,"2","Employer","Name","Alliance One Inc"
"Plymouth","0900560750",2014,2014,2016,"3","Employer","Name","Al Simmons Co Inc"
"Plymouth","0900560750",2014,2014,2016,"4","Employer","Name","Plymouth Fire Dept"
"Plymouth","0900560750",2014,2014,2016,"5","Employer","Name","Cook Willow Convalescent Hosp"
"Plymouth","0900560750",2014,2014,2017,"1","Employer","Name","Nicard Enterprises"
"Plymouth","0900560750",2014,2014,2017,"2","Employer","Name","Alliance One Inc"
"Plymouth","0900560750",2014,2014,2017,"3","Employer","Name","Al Simmons Co Inc"
"Plymouth","0900560750",2014,2014,2017,"4","Employer","Name","Plymouth Fire Dept"
"Plymouth","0900560750",2014,2014,2017,"5","Employer","Name","Cook Willow Convalescent Hosp"
"Pomfret","0901561030",2014,2014,2016,"1","Employer","Name","Fiberoptics Technology Inc"
"Pomfret","0901561030",2014,2014,2016,"2","Employer","Name","Pomfret Community School"
"Pomfret","0901561030",2014,2014,2016,"3","Employer","Name","Pomfret School"
"Pomfret","0901561030",2014,2014,2016,"4","Employer","Name","Rectory School"
"Pomfret","0901561030",2014,2014,2016,"5","Employer","Name","Professional Pharmacy Personnel"
"Pomfret","0901561030",2016,2017,2017,"1","Employer","Name","Loos & Company"
"Pomfret","0901561030",2016,2017,2017,"2","Employer","Name","Fiberoptic Technology"
"Pomfret","0901561030",2016,2017,2017,"3","Employer","Name","Pomfret School"
"Pomfret","0901561030",2016,2017,2017,"4","Employer","Name","Town of Pomfret"
"Pomfret","0901561030",2016,2017,2017,"5","Employer","Name","Rectory School"
"Portland","0900761800",2014,2014,2016,"1","Employer","Name","YMCA"
"Portland","0900761800",2014,2014,2016,"2","Employer","Name","Standard-Knapp Inc"
"Portland","0900761800",2014,2014,2016,"3","Employer","Name","Daniels Propane Llc"
"Portland","0900761800",2014,2014,2016,"4","Employer","Name","Valley Oil"
"Portland","0900761800",2014,2014,2016,"5","Employer","Name","Promold Plastics"
"Portland","0900761800",2014,2014,2017,"1","Employer","Name","YMCA"
"Portland","0900761800",2014,2014,2017,"2","Employer","Name","Standard-Knapp Inc"
"Portland","0900761800",2014,2014,2017,"3","Employer","Name","Daniels Propane Llc"
"Portland","0900761800",2014,2014,2017,"4","Employer","Name","Valley Oil"
"Portland","0900761800",2014,2014,2017,"5","Employer","Name","Promold Plastics"
"Preston","0901162150",2014,2014,2016,"1","Employer","Name","Region 16"
"Preston","0901162150",2014,2014,2016,"2","Employer","Name","Olivers Supermarket"
"Preston","0901162150",2014,2014,2016,"3","Employer","Name","Form Plastic"
"Preston","0901162150",2014,2014,2016,"4","Employer","Name","All Star Transportation"
"Preston","0901162150",2014,2014,2016,"5","Employer","Name","Curtis Screw Co"
"Preston","0901162150",2014,2014,2017,"1","Employer","Name","Region 16"
"Preston","0901162150",2014,2014,2017,"2","Employer","Name","Olivers Supermarket"
"Preston","0901162150",2014,2014,2017,"3","Employer","Name","Form Plastic"
"Preston","0901162150",2014,2014,2017,"4","Employer","Name","All Star Transportation"
"Preston","0901162150",2014,2014,2017,"5","Employer","Name","Curtis Screw Co"
"Prospect","0900962290",2014,2014,2016,"1","Employer","Name","Sanitary Maintenance Svc Llc"
"Prospect","0900962290",2014,2014,2016,"2","Employer","Name","Alcohol & Drug Rehab Helpline"
"Prospect","0900962290",2014,2014,2016,"3","Employer","Name","Paradigm Healthcare Ctr"
"Prospect","0900962290",2014,2014,2016,"4","Employer","Name","Holiday Hill"
"Prospect","0900962290",2014,2014,2016,"5","Employer","Name","Long River Middle School"
"Prospect","0900962290",2014,2014,2017,"1","Employer","Name","Sanitary Maintenance Svc Llc"
"Prospect","0900962290",2014,2014,2017,"2","Employer","Name","Alcohol & Drug Rehab Helpline"
"Prospect","0900962290",2014,2014,2017,"3","Employer","Name","Paradigm Healthcare Ctr"
"Prospect","0900962290",2014,2014,2017,"4","Employer","Name","Holiday Hill"
"Prospect","0900962290",2014,2014,2017,"5","Employer","Name","Long River Middle School"
"Putnam","0901562710",2014,2014,2016,"1","Employer","Name","Day Kimball Healthcare Ctr"
"Putnam","0901562710",2014,2014,2016,"2","Employer","Name","Day Kimball Hospital"
"Putnam","0901562710",2014,2014,2016,"3","Employer","Name","Walmart"
"Putnam","0901562710",2014,2014,2016,"4","Employer","Name","Staples Distribution Ctr"
"Putnam","0901562710",2014,2014,2016,"5","Employer","Name","Price Chopper"
"Putnam","0901562710",2016,2017,2017,"1","Employer","Name","Day Kimball Hospital"
"Putnam","0901562710",2016,2017,2017,"2","Employer","Name","Walmart Supercenter"
"Putnam","0901562710",2016,2017,2017,"3","Employer","Name","Day Kimball Medical Group"
"Putnam","0901562710",2016,2017,2017,"4","Employer","Name","Putnam - BOE"
"Putnam","0901562710",2016,2017,2017,"5","Employer","Name","Price Chopper"
"Redding","0900163480",2014,2014,2016,"1","Employer","Name","Joel Barlow High School"
"Redding","0900163480",2014,2014,2016,"2","Employer","Name","Meadow Ridge"
"Redding","0900163480",2014,2014,2016,"3","Employer","Name","Redding Elementary School"
"Redding","0900163480",2014,2014,2016,"4","Employer","Name","John Read Middle School"
"Redding","0900163480",2014,2014,2016,"5","Employer","Name","A Family Farm Pony Rides"
"Redding","0900163480",2016,2017,2017,"1","Employer","Name","Town of Redding"
"Redding","0900163480",2016,2017,2017,"2","Employer","Name",-9999
"Redding","0900163480",2016,2017,2017,"3","Employer","Name",-9999
"Redding","0900163480",2016,2017,2017,"4","Employer","Name",-9999
"Redding","0900163480",2016,2017,2017,"5","Employer","Name",-9999
"Ridgefield","0900163970",2014,2014,2016,"1","Employer","Name","Boehringer Ingelheim Pharmacueticals"
"Ridgefield","0900163970",2014,2014,2016,"2","Employer","Name","Town of Ridgefield"
"Ridgefield","0900163970",2014,2014,2016,"3","Employer","Name","Benchmark Assisted Living"
"Ridgefield","0900163970",2014,2014,2016,"4","Employer","Name","Ulman Devises"
"Ridgefield","0900163970",2014,2014,2016,"5","Employer","Name","Pamby Motors"
"Ridgefield","0900163970",2014,2014,2017,"1","Employer","Name","Boehringer Ingelheim Pharmacueticals"
"Ridgefield","0900163970",2014,2014,2017,"2","Employer","Name","Town of Ridgefield"
"Ridgefield","0900163970",2014,2014,2017,"3","Employer","Name","Benchmark Assisted Living"
"Ridgefield","0900163970",2014,2014,2017,"4","Employer","Name","Ulman Devises"
"Ridgefield","0900163970",2014,2014,2017,"5","Employer","Name","Pamby Motors"
"Rocky Hill","0900365370",2014,2014,2016,"1","Employer","Name","Henkel Consumer Goods Inc"
"Rocky Hill","0900365370",2014,2014,2016,"2","Employer","Name","Sysco Connecticut Llc"
"Rocky Hill","0900365370",2014,2014,2016,"3","Employer","Name","Henkel Corp"
"Rocky Hill","0900365370",2014,2014,2016,"4","Employer","Name","Veterans Affairs"
"Rocky Hill","0900365370",2014,2014,2016,"5","Employer","Name","Veterans Home & Hospital"
"Rocky Hill","0900365370",2016,2017,2017,"1","Employer","Name","Henkel Corp"
"Rocky Hill","0900365370",2016,2017,2017,"2","Employer","Name","SYSCO Food Services"
"Rocky Hill","0900365370",2016,2017,2017,"3","Employer","Name","Veterans Home Hospital & Residence Facility"
"Rocky Hill","0900365370",2016,2017,2017,"4","Employer","Name","Burris Logistics"
"Rocky Hill","0900365370",2016,2017,2017,"5","Employer","Name","AECOM Technical Services"
"Roxbury","0900565930",2014,2014,2016,"1","Employer","Name","Roxbury Fire Dept"
"Roxbury","0900565930",2014,2014,2016,"2","Employer","Name","Booth Free School"
"Roxbury","0900565930",2014,2014,2016,"3","Employer","Name","Roxbury Fire Marshall"
"Roxbury","0900565930",2014,2014,2016,"4","Employer","Name","RRR & Maintenance Inc"
"Roxbury","0900565930",2014,2014,2016,"5","Employer","Name","World Innovators Inc"
"Roxbury","0900565930",2016,2017,2017,"1","Employer","Name","RRR Maintenance LLC"
"Roxbury","0900565930",2016,2017,2017,"2","Employer","Name","Wragg Well Drilling"
"Roxbury","0900565930",2016,2017,2017,"3","Employer","Name","Roxbury Market"
"Roxbury","0900565930",2016,2017,2017,"4","Employer","Name",-9999
"Roxbury","0900565930",2016,2017,2017,"5","Employer","Name",-9999
"Salem","0901166210",2014,2014,2016,"1","Employer","Name","Salem School Supt"
"Salem","0901166210",2014,2014,2016,"2","Employer","Name","Salem Elementary School"
"Salem","0901166210",2014,2014,2016,"3","Employer","Name","Cigna"
"Salem","0901166210",2014,2014,2016,"4","Employer","Name","Sid's Used Auto Parts & Sales"
"Salem","0901166210",2014,2014,2016,"5","Employer","Name","Safelawns of Salem"
"Salem","0901166210",2014,2014,2017,"1","Employer","Name","Salem School Supt"
"Salem","0901166210",2014,2014,2017,"2","Employer","Name","Salem Elementary School"
"Salem","0901166210",2014,2014,2017,"3","Employer","Name","Cigna"
"Salem","0901166210",2014,2014,2017,"4","Employer","Name","Sid's Used Auto Parts & Sales"
"Salem","0901166210",2014,2014,2017,"5","Employer","Name","Safelawns of Salem"
"Salisbury","0900566420",2014,2014,2016,"1","Employer","Name","Hotchkiss School"
"Salisbury","0900566420",2014,2014,2016,"2","Employer","Name","Noble Horizons"
"Salisbury","0900566420",2014,2014,2016,"3","Employer","Name","Lime Rock Park"
"Salisbury","0900566420",2014,2014,2016,"4","Employer","Name","Camp Sloane"
"Salisbury","0900566420",2014,2014,2016,"5","Employer","Name","Salisbury School"
"Salisbury","0900566420",2014,2014,2017,"1","Employer","Name","Hotchkiss School"
"Salisbury","0900566420",2014,2014,2017,"2","Employer","Name","Noble Horizons"
"Salisbury","0900566420",2014,2014,2017,"3","Employer","Name","Lime Rock Park"
"Salisbury","0900566420",2014,2014,2017,"4","Employer","Name","Camp Sloane"
"Salisbury","0900566420",2014,2014,2017,"5","Employer","Name","Salisbury School"
"Scotland","0901567400",2014,2014,2016,"1","Employer","Name","Scotland Elementary School"
"Scotland","0901567400",2014,2014,2016,"2","Employer","Name","Scotland Hardwoods"
"Scotland","0901567400",2014,2014,2016,"3","Employer","Name","Scotland Fire Dept"
"Scotland","0901567400",2014,2014,2016,"4","Employer","Name","Bass Farm"
"Scotland","0901567400",2014,2014,2016,"5","Employer","Name","Savino Transportation Inc"
"Scotland","0901567400",2016,2017,2017,"1","Employer","Name","Scotland BOE"
"Scotland","0901567400",2016,2017,2017,"2","Employer","Name","Town of Scotland"
"Scotland","0901567400",2016,2017,2017,"3","Employer","Name","Scotland Hardwoods"
"Scotland","0901567400",2016,2017,2017,"4","Employer","Name","Savino Transportation"
"Scotland","0901567400",2016,2017,2017,"5","Employer","Name","Highland Campground"
"Seymour","0900967610",2014,2014,2016,"1","Employer","Name","Microboard Processing Inc"
"Seymour","0900967610",2014,2014,2016,"2","Employer","Name","Kerite Co"
"Seymour","0900967610",2014,2014,2016,"3","Employer","Name","Super Stop & Shop"
"Seymour","0900967610",2014,2014,2016,"4","Employer","Name","Shady Knoll Health Care"
"Seymour","0900967610",2014,2014,2016,"5","Employer","Name","Raf Electronic Hardware"
"Seymour","0900967610",2014,2014,2017,"1","Employer","Name","Microboard Processing Inc"
"Seymour","0900967610",2014,2014,2017,"2","Employer","Name","Kerite Co"
"Seymour","0900967610",2014,2014,2017,"3","Employer","Name","Super Stop & Shop"
"Seymour","0900967610",2014,2014,2017,"4","Employer","Name","Shady Knoll Health Care"
"Seymour","0900967610",2014,2014,2017,"5","Employer","Name","Raf Electronic Hardware"
"Sharon","0900567960",2014,2014,2016,"1","Employer","Name","Sharon Hospital"
"Sharon","0900567960",2014,2014,2016,"2","Employer","Name","Sharon Surgical Assoc"
"Sharon","0900567960",2014,2014,2016,"3","Employer","Name","Sharon Hospital Good Neighbors"
"Sharon","0900567960",2014,2014,2016,"4","Employer","Name","Sharon Health Care Ctr"
"Sharon","0900567960",2014,2014,2016,"5","Employer","Name","Sharon Center School"
"Sharon","0900567960",2016,2017,2017,"1","Employer","Name","Sharon Hospital"
"Sharon","0900567960",2016,2017,2017,"2","Employer","Name","Up Country"
"Sharon","0900567960",2016,2017,2017,"3","Employer","Name","District #1 School"
"Sharon","0900567960",2016,2017,2017,"4","Employer","Name","Athena Healthcare"
"Sharon","0900567960",2016,2017,2017,"5","Employer","Name",-9999
"Shelton","0900168170",2014,2014,2016,"1","Employer","Name","Brennan Realty Llc"
"Shelton","0900168170",2014,2014,2016,"2","Employer","Name","BIC Corp"
"Shelton","0900168170",2014,2014,2016,"3","Employer","Name","Prudential Financial"
"Shelton","0900168170",2014,2014,2016,"4","Employer","Name","Pitney Bowes Inc"
"Shelton","0900168170",2014,2014,2016,"5","Employer","Name","Super Stop & Shop"
"Shelton","0900168170",2014,2014,2017,"1","Employer","Name","Brennan Realty Llc"
"Shelton","0900168170",2014,2014,2017,"2","Employer","Name","BIC Corp"
"Shelton","0900168170",2014,2014,2017,"3","Employer","Name","Prudential Financial"
"Shelton","0900168170",2014,2014,2017,"4","Employer","Name","Pitney Bowes Inc"
"Shelton","0900168170",2014,2014,2017,"5","Employer","Name","Super Stop & Shop"
"Sherman","0900168310",2014,2014,2016,"1","Employer","Name","Sherman School"
"Sherman","0900168310",2014,2014,2016,"2","Employer","Name","Sherman Fire Dept"
"Sherman","0900168310",2014,2014,2016,"3","Employer","Name","River Oaks Golf Course"
"Sherman","0900168310",2014,2014,2016,"4","Employer","Name","PhoCusWright"
"Sherman","0900168310",2014,2014,2016,"5","Employer","Name","American Pie Co"
"Sherman","0900168310",2016,2017,2017,"1","Employer","Name","Town of Sherman"
"Sherman","0900168310",2016,2017,2017,"2","Employer","Name","US Post Office"
"Sherman","0900168310",2016,2017,2017,"3","Employer","Name","IGA"
"Sherman","0900168310",2016,2017,2017,"4","Employer","Name","American Pie"
"Sherman","0900168310",2016,2017,2017,"5","Employer","Name","Beatty Construction"
"Simsbury","0900368940",2014,2014,2016,"1","Employer","Name","Hartford Life Insurance Co"
"Simsbury","0900368940",2014,2014,2016,"2","Employer","Name","Hartford Investment Fncl Svc"
"Simsbury","0900368940",2014,2014,2016,"3","Employer","Name","McLean"
"Simsbury","0900368940",2014,2014,2016,"4","Employer","Name","Ensign-Bickford Industries Inc"
"Simsbury","0900368940",2014,2014,2016,"5","Employer","Name","Chubb Insurance"
"Simsbury","0900368940",2014,2014,2017,"1","Employer","Name","Hartford Life Insurance Co"
"Simsbury","0900368940",2014,2014,2017,"2","Employer","Name","Hartford Investment Fncl Svc"
"Simsbury","0900368940",2014,2014,2017,"3","Employer","Name","McLean"
"Simsbury","0900368940",2014,2014,2017,"4","Employer","Name","Ensign-Bickford Industries Inc"
"Simsbury","0900368940",2014,2014,2017,"5","Employer","Name","Chubb Insurance"
"Somers","0901369220",2014,2014,2016,"1","Employer","Name","CT Dept of Corrections"
"Somers","0901369220",2014,2014,2016,"2","Employer","Name","Town of Somers"
"Somers","0901369220",2014,2014,2016,"3","Employer","Name","Grower Direct"
"Somers","0901369220",2014,2014,2016,"4","Employer","Name","Conval Inc."
"Somers","0901369220",2014,2014,2016,"5","Employer","Name","Geisslers Supermarket"
"Somers","0901369220",2016,2017,2017,"1","Employer","Name","CT Dept of Corrections"
"Somers","0901369220",2016,2017,2017,"2","Employer","Name","Town of Somers"
"Somers","0901369220",2016,2017,2017,"3","Employer","Name","Grower Direct"
"Somers","0901369220",2016,2017,2017,"4","Employer","Name","Conval Inc."
"Somers","0901369220",2016,2017,2017,"5","Employer","Name","Geisslers Supermarket"
"Southbury","0900969640",2014,2014,2016,"1","Employer","Name","Southbury Training School"
"Southbury","0900969640",2014,2014,2016,"2","Employer","Name","Heritage Master Assoc Inc"
"Southbury","0900969640",2014,2014,2016,"3","Employer","Name","Kmart"
"Southbury","0900969640",2014,2014,2016,"4","Employer","Name","Shop Rite Supermarket"
"Southbury","0900969640",2014,2014,2016,"5","Employer","Name","Heritage Resort & Conference"
"Southbury","0900969640",2014,2014,2017,"1","Employer","Name","Southbury Training School"
"Southbury","0900969640",2014,2014,2017,"2","Employer","Name","Heritage Master Assoc Inc"
"Southbury","0900969640",2014,2014,2017,"3","Employer","Name","Kmart"
"Southbury","0900969640",2014,2014,2017,"4","Employer","Name","Shop Rite Supermarket"
"Southbury","0900969640",2014,2014,2017,"5","Employer","Name","Heritage Resort & Conference"
"Southington","0900370550",2014,2014,2016,"1","Employer","Name","Town of Southington"
"Southington","0900370550",2014,2014,2016,"2","Employer","Name","Yarde Metals Inc."
"Southington","0900370550",2014,2014,2016,"3","Employer","Name","Connecticut of-Line Computer Company"
"Southington","0900370550",2014,2014,2016,"4","Employer","Name","Southington Care Center"
"Southington","0900370550",2014,2014,2016,"5","Employer","Name","Home Depot"
"Southington","0900370550",2014,2014,2017,"1","Employer","Name","Town of Southington"
"Southington","0900370550",2014,2014,2017,"2","Employer","Name","Yarde Metals Inc."
"Southington","0900370550",2014,2014,2017,"3","Employer","Name","Connecticut of-Line Computer Company"
"Southington","0900370550",2014,2014,2017,"4","Employer","Name","Southington Care Center"
"Southington","0900370550",2014,2014,2017,"5","Employer","Name","Home Depot"
"South Windsor","0900371390",2014,2014,2016,"1","Employer","Name","Macy's"
"South Windsor","0900371390",2014,2014,2016,"2","Employer","Name","Clear Edge Power"
"South Windsor","0900371390",2014,2014,2016,"3","Employer","Name","DST Output"
"South Windsor","0900371390",2014,2014,2016,"4","Employer","Name","Rockville Financial Inc"
"South Windsor","0900371390",2014,2014,2016,"5","Employer","Name","Electro-Methods Inc"
"South Windsor","0900371390",2016,2017,2017,"1","Employer","Name","Town of South Windsor - Government & BOE"
"South Windsor","0900371390",2016,2017,2017,"2","Employer","Name","DST Output Services"
"South Windsor","0900371390",2016,2017,2017,"3","Employer","Name","The May Comp"
"South Windsor","0900371390",2016,2017,2017,"4","Employer","Name","Doosan Fuel Cell America"
"South Windsor","0900371390",2016,2017,2017,"5","Employer","Name","Target"
"Sprague","0901171670",2014,2014,2016,"1","Employer","Name","Amagraph Packaging Inc"
"Sprague","0901171670",2014,2014,2016,"2","Employer","Name","Amgraph Packaging Inc"
"Sprague","0901171670",2014,2014,2016,"3","Employer","Name","Fusion Paperboard"
"Sprague","0901171670",2014,2014,2016,"4","Employer","Name","Sayles School"
"Sprague","0901171670",2014,2014,2016,"5","Employer","Name","Sprague Fire Dept"
"Sprague","0901171670",2014,2014,2017,"1","Employer","Name","Amagraph Packaging Inc"
"Sprague","0901171670",2014,2014,2017,"2","Employer","Name","Amgraph Packaging Inc"
"Sprague","0901171670",2014,2014,2017,"3","Employer","Name","Fusion Paperboard"
"Sprague","0901171670",2014,2014,2017,"4","Employer","Name","Sayles School"
"Sprague","0901171670",2014,2014,2017,"5","Employer","Name","Sprague Fire Dept"
"Stafford","0901372090",2014,2014,2016,"1","Employer","Name","Johnson Memorial Hospital"
"Stafford","0901372090",2014,2014,2016,"2","Employer","Name","GlaxoSmithKline"
"Stafford","0901372090",2014,2014,2016,"3","Employer","Name","TTM Technologies Inc"
"Stafford","0901372090",2014,2014,2016,"4","Employer","Name","Warren Corp"
"Stafford","0901372090",2014,2014,2016,"5","Employer","Name","Evergreen Healthcare Ctr"
"Stafford","0901372090",2014,2014,2017,"1","Employer","Name","Johnson Memorial Hospital"
"Stafford","0901372090",2014,2014,2017,"2","Employer","Name","GlaxoSmithKline"
"Stafford","0901372090",2014,2014,2017,"3","Employer","Name","TTM Technologies Inc"
"Stafford","0901372090",2014,2014,2017,"4","Employer","Name","Warren Corp"
"Stafford","0901372090",2014,2014,2017,"5","Employer","Name","Evergreen Healthcare Ctr"
"Stamford","0900173070",2014,2014,2016,"1","Employer","Name","Immucor"
"Stamford","0900173070",2014,2014,2016,"2","Employer","Name","Stamford Hospital"
"Stamford","0900173070",2014,2014,2016,"3","Employer","Name","Philips Medical Systems Inc"
"Stamford","0900173070",2014,2014,2016,"4","Employer","Name","DMG Information"
"Stamford","0900173070",2014,2014,2016,"5","Employer","Name","Pitney Bowes Inc"
"Stamford","0900173070",2014,2014,2017,"1","Employer","Name","Immucor"
"Stamford","0900173070",2014,2014,2017,"2","Employer","Name","Stamford Hospital"
"Stamford","0900173070",2014,2014,2017,"3","Employer","Name","Philips Medical Systems Inc"
"Stamford","0900173070",2014,2014,2017,"4","Employer","Name","DMG Information"
"Stamford","0900173070",2014,2014,2017,"5","Employer","Name","Pitney Bowes Inc"
"Sterling","0901573420",2014,2014,2016,"1","Employer","Name","MSI Initiation Systems"
