Town,Year,Variable,Value
Salem,2013,Major Employer 9,
Salem,2013,Major Employer 10,
Salisbury,2013,Major Employer 1,Hotchkiss School
Salisbury,2013,Major Employer 2,Sailsbury School
Salisbury,2013,Major Employer 3,Town of Salisbury
Salisbury,2013,Major Employer 4,Noble Horizons
Salisbury,2013,Major Employer 5,Interlaken Inn
Salisbury,2013,Major Employer 6,
Salisbury,2013,Major Employer 7,
Salisbury,2013,Major Employer 8,
Salisbury,2013,Major Employer 9,
Salisbury,2013,Major Employer 10,
Scotland,2013,Major Employer 1,Scotland Elementary School
Scotland,2013,Major Employer 2,Scotland Hardwoods
Scotland,2013,Major Employer 3,Scotland Fire Dept
Scotland,2013,Major Employer 4,Bass Farm
Scotland,2013,Major Employer 5,Savino Transportation Inc
Scotland,2013,Major Employer 6,
Scotland,2013,Major Employer 7,
Scotland,2013,Major Employer 8,
Scotland,2013,Major Employer 9,
Scotland,2013,Major Employer 10,
Seymour,2013,Major Employer 1,Microboard Processing Inc
Seymour,2013,Major Employer 2,Super Stop & Shop
Seymour,2013,Major Employer 3,Kerite Co
Seymour,2013,Major Employer 4,Shady Knoll Health Care
Seymour,2013,Major Employer 5,Raf Electronic Hardware
Seymour,2013,Major Employer 6,
Seymour,2013,Major Employer 7,
Seymour,2013,Major Employer 8,
Seymour,2013,Major Employer 9,
Seymour,2013,Major Employer 10,
Sharon,2013,Major Employer 1,Sharon Hospital
Sharon,2013,Major Employer 2,Sharon Surgical Assoc
Sharon,2013,Major Employer 3,Hospice Volunteers of NW Ct
Sharon,2013,Major Employer 4,First Transit Inc
Sharon,2013,Major Employer 5,Sharon Center School
Sharon,2013,Major Employer 6,
Sharon,2013,Major Employer 7,
Sharon,2013,Major Employer 8,
Sharon,2013,Major Employer 9,
Sharon,2013,Major Employer 10,
Shelton,2013,Major Employer 1,Prudential Annuities
Shelton,2013,Major Employer 2,Pitney Bowes
Shelton,2013,Major Employer 3,United Illuminating
Shelton,2013,Major Employer 4,Perkin Elmer Instruments
Shelton,2013,Major Employer 5,Cable Vision
Shelton,2013,Major Employer 6,
Shelton,2013,Major Employer 7,
Shelton,2013,Major Employer 8,
Shelton,2013,Major Employer 9,
Shelton,2013,Major Employer 10,
Sherman,2013,Major Employer 1,Sherman Board of Education
Sherman,2013,Major Employer 2,Town of Sherman
Sherman,2013,Major Employer 3,Sherman IGA
Sherman,2013,Major Employer 4,The American Pie Company
Sherman,2013,Major Employer 5,US Postal Service
Sherman,2013,Major Employer 6,
Sherman,2013,Major Employer 7,
Sherman,2013,Major Employer 8,
Sherman,2013,Major Employer 9,
Sherman,2013,Major Employer 10,
Simsbury,2013,Major Employer 1,Hartford Insurance Group
Simsbury,2013,Major Employer 2,Town of Simsbury
Simsbury,2013,Major Employer 3,Federal Insurance Company
Simsbury,2013,Major Employer 4,McLean Home
Simsbury,2013,Major Employer 5,Dyno Nobel
Simsbury,2013,Major Employer 6,
Simsbury,2013,Major Employer 7,
Simsbury,2013,Major Employer 8,
Simsbury,2013,Major Employer 9,
Simsbury,2013,Major Employer 10,
Somers,2013,Major Employer 1,Osborn Correctional Inst
Somers,2013,Major Employer 2,Northern Correctional Inst
Somers,2013,Major Employer 3,Cybulski Correctional Inst
Somers,2013,Major Employer 4,Geissler's Supermarket
Somers,2013,Major Employer 5,Conval Inc
Somers,2013,Major Employer 6,
Somers,2013,Major Employer 7,
Somers,2013,Major Employer 8,
Somers,2013,Major Employer 9,
Somers,2013,Major Employer 10,
South Windsor,2013,Major Employer 1,Clear Edge Power
South Windsor,2013,Major Employer 2,Macy's
South Windsor,2013,Major Employer 3,Dst Output
South Windsor,2013,Major Employer 4,Electro-Methods Inc
South Windsor,2013,Major Employer 5,South Windsor High School
South Windsor,2013,Major Employer 6,
South Windsor,2013,Major Employer 7,
South Windsor,2013,Major Employer 8,
South Windsor,2013,Major Employer 9,
South Windsor,2013,Major Employer 10,
Southbury,2013,Major Employer 1,Southbury Training School
Southbury,2013,Major Employer 2,Heritage Master Assoc Inc
Southbury,2013,Major Employer 3,Kmart
Southbury,2013,Major Employer 4,Shop Rite Supermarket
Southbury,2013,Major Employer 5,Heritage Resort & Conference
Southbury,2013,Major Employer 6,
Southbury,2013,Major Employer 7,
Southbury,2013,Major Employer 8,
Southbury,2013,Major Employer 9,
Southbury,2013,Major Employer 10,
Southington,2013,Major Employer 1,Hartford
Southington,2013,Major Employer 2,Kelley Elementary School
Southington,2013,Major Employer 3,Yarde Metals Inc
Southington,2013,Major Employer 4,Hospital of Central Ct-Bradley
Southington,2013,Major Employer 5,Smith Medical
Southington,2013,Major Employer 6,
Southington,2013,Major Employer 7,
Southington,2013,Major Employer 8,
Southington,2013,Major Employer 9,
Southington,2013,Major Employer 10,
Sprague,2013,Major Employer 1,Fusion Paperboard
Sprague,2013,Major Employer 2,Amgraph Packaging Inc
Sprague,2013,Major Employer 3,Sayles School
Sprague,2013,Major Employer 4,Sprague Fire Dept
Sprague,2013,Major Employer 5,Mohegan Sun Pautipaug Golf Crs
Sprague,2013,Major Employer 6,
Sprague,2013,Major Employer 7,
Sprague,2013,Major Employer 8,
Sprague,2013,Major Employer 9,
Sprague,2013,Major Employer 10,
Stafford,2013,Major Employer 1,Johnson Memorial Hospital
Stafford,2013,Major Employer 2,TTM Technologies
Stafford,2013,Major Employer 3,Town of Stafford
Stafford,2013,Major Employer 4,3M
Stafford,2013,Major Employer 5,Big Y
Stafford,2013,Major Employer 6,
Stafford,2013,Major Employer 7,
Stafford,2013,Major Employer 8,
Stafford,2013,Major Employer 9,
Stafford,2013,Major Employer 10,
Stamford,2013,Major Employer 1,Immucor
Stamford,2013,Major Employer 2,Philips Medical Systems Inc
Stamford,2013,Major Employer 3,Stamford Hospital
Stamford,2013,Major Employer 4,Tully Health Ctr
Stamford,2013,Major Employer 5,Pitney Bowes Inc
Stamford,2013,Major Employer 6,
Stamford,2013,Major Employer 7,
Stamford,2013,Major Employer 8,
Stamford,2013,Major Employer 9,
Stamford,2013,Major Employer 10,
Sterling,2013,Major Employer 1,Town of Sterling
Sterling,2013,Major Employer 2,ReEnergy Sterling CT LLP
Sterling,2013,Major Employer 3,Falls Creek Farm Corp
Sterling,2013,Major Employer 4,LKQ Tire Corp
Sterling,2013,Major Employer 5,MSI Initiation Systems
Sterling,2013,Major Employer 6,
Sterling,2013,Major Employer 7,
Sterling,2013,Major Employer 8,
Sterling,2013,Major Employer 9,
Sterling,2013,Major Employer 10,
Stonington,2013,Major Employer 1,Davis-Standard Llc
Stonington,2013,Major Employer 2,A Thyme To Cook Inc
Stonington,2013,Major Employer 3,Realty3 Ct Stonington
Stonington,2013,Major Employer 4,Alupower Inc
Stonington,2013,Major Employer 5,Ener-Tek Intl Corp
Stonington,2013,Major Employer 6,
Stonington,2013,Major Employer 7,
Stonington,2013,Major Employer 8,
Stonington,2013,Major Employer 9,
Stonington,2013,Major Employer 10,
Stratford,2013,Major Employer 1,Sikorsky Aircraft Corp
Stratford,2013,Major Employer 2,United Illuminating
Stratford,2013,Major Employer 3,Urstadt Biddle Dockside LLC
Stratford,2013,Major Employer 4,Souther Connecticut Gas Co
Stratford,2013,Major Employer 5,Ashcroft Inc
Stratford,2013,Major Employer 6,
Stratford,2013,Major Employer 7,
Stratford,2013,Major Employer 8,
Stratford,2013,Major Employer 9,
Stratford,2013,Major Employer 10,
Suffield,2013,Major Employer 1,State of Connecticut
Suffield,2013,Major Employer 2,HP Hood
Suffield,2013,Major Employer 3,The Suffield House
Suffield,2013,Major Employer 4,C&S Wholesale Grocers
Suffield,2013,Major Employer 5,Suffield Academy
Suffield,2013,Major Employer 6,
Suffield,2013,Major Employer 7,
Suffield,2013,Major Employer 8,
Suffield,2013,Major Employer 9,
Suffield,2013,Major Employer 10,
Thomaston,2013,Major Employer 1,Rexam
Thomaston,2013,Major Employer 2,Stewart EFI
Thomaston,2013,Major Employer 3,Unimetal
Thomaston,2013,Major Employer 4,Summit
Thomaston,2013,Major Employer 5,Whyco Finishing Technologies
Thomaston,2013,Major Employer 6,
Thomaston,2013,Major Employer 7,
Thomaston,2013,Major Employer 8,
Thomaston,2013,Major Employer 9,
Thomaston,2013,Major Employer 10,
Thompson,2013,Major Employer 1,Thompson Public School Dist
Thompson,2013,Major Employer 2,Norampac Thompson
Thompson,2013,Major Employer 3,Drake Petroleum Co Inc
Thompson,2013,Major Employer 4,Superior Bakery Inc
Thompson,2013,Major Employer 5,Thompson Middle School
Thompson,2013,Major Employer 6,
Thompson,2013,Major Employer 7,
Thompson,2013,Major Employer 8,
Thompson,2013,Major Employer 9,
Thompson,2013,Major Employer 10,
Tolland,2013,Major Employer 1,Gerber Scientific
Tolland,2013,Major Employer 2,Nearac
Tolland,2013,Major Employer 3,Woodlake
Tolland,2013,Major Employer 4,Big Y
Tolland,2013,Major Employer 5,Dari Farms
Tolland,2013,Major Employer 6,
Tolland,2013,Major Employer 7,
Tolland,2013,Major Employer 8,
Tolland,2013,Major Employer 9,
Tolland,2013,Major Employer 10,
Torrington,2013,Major Employer 1,Charlotte Hungerford Hospital
Torrington,2013,Major Employer 2,White Flower Farm Inc
Torrington,2013,Major Employer 3,Vna Health Care Inc
Torrington,2013,Major Employer 4,Walmart
Torrington,2013,Major Employer 5,Valerie Manor
Torrington,2013,Major Employer 6,
Torrington,2013,Major Employer 7,
Torrington,2013,Major Employer 8,
Torrington,2013,Major Employer 9,
Torrington,2013,Major Employer 10,
Trumbull,2013,Major Employer 1,Westfield Shoppingtown Trumbull Mall
Trumbull,2013,Major Employer 2,Town of Trumbull
Trumbull,2013,Major Employer 3,Unilever Inc
Trumbull,2013,Major Employer 4,Affinion Group
Trumbull,2013,Major Employer 5,United HealthCare
Trumbull,2013,Major Employer 6,
Trumbull,2013,Major Employer 7,
Trumbull,2013,Major Employer 8,
Trumbull,2013,Major Employer 9,
Trumbull,2013,Major Employer 10,
Union,2013,Major Employer 1,Town of Union
Union,2013,Major Employer 2,Joseph Gnazzo Co
Union,2013,Major Employer 3,Select Seeds
Union,2013,Major Employer 4,Travelers Restaurant
Union,2013,Major Employer 5,Chappell Tire
Union,2013,Major Employer 6,
Union,2013,Major Employer 7,
Union,2013,Major Employer 8,
Union,2013,Major Employer 9,
Union,2013,Major Employer 10,
Vernon,2013,Major Employer 1,Town of Vernon
Vernon,2013,Major Employer 2,Rockville General Hospital
Vernon,2013,Major Employer 3,Visiting Nurses & Health Services
Vernon,2013,Major Employer 4,Stop & Shop
Vernon,2013,Major Employer 5,Price Chopper
Vernon,2013,Major Employer 6,
Vernon,2013,Major Employer 7,
Vernon,2013,Major Employer 8,
Vernon,2013,Major Employer 9,
Vernon,2013,Major Employer 10,
Voluntown,2013,Major Employer 1,Charles River Labs
Voluntown,2013,Major Employer 2,Town of Voluntown
Voluntown,2013,Major Employer 3,Peter Laourack-Campground
Voluntown,2013,Major Employer 4,Changing Times LLC - Harware/Pool Store
Voluntown,2013,Major Employer 5,Field Works LLC
Voluntown,2013,Major Employer 6,
Voluntown,2013,Major Employer 7,
Voluntown,2013,Major Employer 8,
Voluntown,2013,Major Employer 9,
Voluntown,2013,Major Employer 10,
Wallingford,2013,Major Employer 1,Town of Wallingford
Wallingford,2013,Major Employer 2,Bristol-Myers Squibb Company
Wallingford,2013,Major Employer 3,Verizon Wireless
Wallingford,2013,Major Employer 4,US Postal Serv
Wallingford,2013,Major Employer 5,Gaylord Hospital
Wallingford,2013,Major Employer 6,
Wallingford,2013,Major Employer 7,
Wallingford,2013,Major Employer 8,
Wallingford,2013,Major Employer 9,
Wallingford,2013,Major Employer 10,
Warren,2013,Major Employer 1,Northwest Paint & Lumber
Warren,2013,Major Employer 2,Kitchen Center
Warren,2013,Major Employer 3,Mountain Lake Bible Camps
Warren,2013,Major Employer 4,Hopkins Inn of Lake Waramaug
Warren,2013,Major Employer 5,Warren Fire Dept
Warren,2013,Major Employer 6,
Warren,2013,Major Employer 7,
Warren,2013,Major Employer 8,
Warren,2013,Major Employer 9,
Warren,2013,Major Employer 10,
Washington,2013,Major Employer 1,Gunnery
Washington,2013,Major Employer 2,Rumsey Hall
Washington,2013,Major Employer 3,All Star Transportation
Washington,2013,Major Employer 4,Shepaug Valley Middle-High
Washington,2013,Major Employer 5,Washington Montessori School
Washington,2013,Major Employer 6,
Washington,2013,Major Employer 7,
Washington,2013,Major Employer 8,
Washington,2013,Major Employer 9,
Washington,2013,Major Employer 10,
Waterbury,2013,Major Employer 1,Waterbury Hospital
Waterbury,2013,Major Employer 2,Grandview Adult Bhvrl Hlth
Waterbury,2013,Major Employer 3,Naugatuck Valley Community Clg
Waterbury,2013,Major Employer 4,Share Food Program
Waterbury,2013,Major Employer 5,Vna Homemaker Svc
Waterbury,2013,Major Employer 6,
Waterbury,2013,Major Employer 7,
Waterbury,2013,Major Employer 8,
Waterbury,2013,Major Employer 9,
Waterbury,2013,Major Employer 10,
Waterford,2013,Major Employer 1,Dominion Nuclear
Waterford,2013,Major Employer 2,Walmart
Waterford,2013,Major Employer 3,Sonalyst Inc
Waterford,2013,Major Employer 4,Sears
Waterford,2013,Major Employer 5,Bayview Health Care Center
Waterford,2013,Major Employer 6,
Waterford,2013,Major Employer 7,
Waterford,2013,Major Employer 8,
Waterford,2013,Major Employer 9,
Waterford,2013,Major Employer 10,
Watertown,2013,Major Employer 1,The Siemon Company
Watertown,2013,Major Employer 2,United Parcel Services
Watertown,2013,Major Employer 3,Global Steering Systems
Watertown,2013,Major Employer 4,The Taft School
Watertown,2013,Major Employer 5,Anstro Manufacturing
Watertown,2013,Major Employer 6,
Watertown,2013,Major Employer 7,
Watertown,2013,Major Employer 8,
Watertown,2013,Major Employer 9,
Watertown,2013,Major Employer 10,
West Hartford,2013,Major Employer 1,Town of West Hartford
West Hartford,2013,Major Employer 2,University of Hartford
West Hartford,2013,Major Employer 3,Wiremold Products Inc
West Hartford,2013,Major Employer 4,Hospital at Hebrew Health Care
West Hartford,2013,Major Employer 5,Goodrich Corp
West Hartford,2013,Major Employer 6,
West Hartford,2013,Major Employer 7,
West Hartford,2013,Major Employer 8,
West Hartford,2013,Major Employer 9,
West Hartford,2013,Major Employer 10,
West Haven,2013,Major Employer 1,Veterans Administration Hospital
West Haven,2013,Major Employer 2,Yale West Campus
West Haven,2013,Major Employer 3,University of New Haven
West Haven,2013,Major Employer 4,City Line Distributors
West Haven,2013,Major Employer 5,City of West Haven
West Haven,2013,Major Employer 6,
West Haven,2013,Major Employer 7,
West Haven,2013,Major Employer 8,
West Haven,2013,Major Employer 9,
West Haven,2013,Major Employer 10,
Westbrook,2013,Major Employer 1,Lee Co USA
Westbrook,2013,Major Employer 2,Water's Edge Resort & Spa
Westbrook,2013,Major Employer 3,Clinton Nurseries
Westbrook,2013,Major Employer 4,Ipc Systems Inc
Westbrook,2013,Major Employer 5,Vista Vocational & Life Skills
Westbrook,2013,Major Employer 6,
Westbrook,2013,Major Employer 7,
Westbrook,2013,Major Employer 8,
Westbrook,2013,Major Employer 9,
Westbrook,2013,Major Employer 10,
Weston,2013,Major Employer 1,Weston Education Dept
Weston,2013,Major Employer 2,Weston Middle School
Weston,2013,Major Employer 3,Hurlbutt Elementary School
Weston,2013,Major Employer 4,Aspetuck Valley Country Club
Weston,2013,Major Employer 5,Weston High School
Weston,2013,Major Employer 6,
Weston,2013,Major Employer 7,
Weston,2013,Major Employer 8,
Weston,2013,Major Employer 9,
Weston,2013,Major Employer 10,
Westport,2013,Major Employer 1,Resonating Wellness Llc
Westport,2013,Major Employer 2,Bridgewater Associates LP
Westport,2013,Major Employer 3,Community Development Fndtn
Westport,2013,Major Employer 4,First Equity Group Inc
Westport,2013,Major Employer 5,Hall-Brooke Behavioral Health
Westport,2013,Major Employer 6,
Westport,2013,Major Employer 7,
Westport,2013,Major Employer 8,
Westport,2013,Major Employer 9,
Westport,2013,Major Employer 10,
Wethersfield,2013,Major Employer 1,Labor Dept
Wethersfield,2013,Major Employer 2,Wethersfield Health Care Ctr
Wethersfield,2013,Major Employer 3,Vna Healthcare Inc
Wethersfield,2013,Major Employer 4,Cox Communications
Wethersfield,2013,Major Employer 5,Corrections Dept
Wethersfield,2013,Major Employer 6,
Wethersfield,2013,Major Employer 7,
Wethersfield,2013,Major Employer 8,
Wethersfield,2013,Major Employer 9,
Wethersfield,2013,Major Employer 10,
Willington,2013,Major Employer 1,Fedex Ground
Willington,2013,Major Employer 2,Town of Willington
Willington,2013,Major Employer 3,TravelCenters of America
Willington,2013,Major Employer 4,Willington Pizza
Willington,2013,Major Employer 5,CT Dept of Transportation
Willington,2013,Major Employer 6,
Willington,2013,Major Employer 7,
Willington,2013,Major Employer 8,
Willington,2013,Major Employer 9,
Willington,2013,Major Employer 10,
Wilton,2013,Major Employer 1,ASML Lithography Systems
Wilton,2013,Major Employer 2,"Deloitte & Touche, LLP"
Wilton,2013,Major Employer 3,Bridgewater Associates Investments
Wilton,2013,Major Employer 4,The Neisen Company
Wilton,2013,Major Employer 5,Ryan Partnership
Wilton,2013,Major Employer 6,
Wilton,2013,Major Employer 7,
Wilton,2013,Major Employer 8,
Wilton,2013,Major Employer 9,
Wilton,2013,Major Employer 10,
Winchester,2013,Major Employer 1,Regional School District 7
Winchester,2013,Major Employer 2,Alcoa Howmet
Winchester,2013,Major Employer 3,Electric Motion Co Inc
Winchester,2013,Major Employer 4,NW Ct Community College
Winchester,2013,Major Employer 5,Stop & Shop
Winchester,2013,Major Employer 6,
Winchester,2013,Major Employer 7,
Winchester,2013,Major Employer 8,
Winchester,2013,Major Employer 9,
Winchester,2013,Major Employer 10,
Windham,2013,Major Employer 1,Eastern Connecticut State University
Windham,2013,Major Employer 2,Windsham Hospital
Windham,2013,Major Employer 3,Walmart
Windham,2013,Major Employer 4,General Cable
Windham,2013,Major Employer 5,United Abrasives
Windham,2013,Major Employer 6,
Windham,2013,Major Employer 7,
Windham,2013,Major Employer 8,
Windham,2013,Major Employer 9,
Windham,2013,Major Employer 10,
Windsor,2013,Major Employer 1,Alstom Power Inc
Windsor,2013,Major Employer 2,Stanadyne Corp
Windsor,2013,Major Employer 3,Konica Minolta
Windsor,2013,Major Employer 4,Super Stop & Shop
Windsor,2013,Major Employer 5,Northeast Utilities
Windsor,2013,Major Employer 6,
Windsor,2013,Major Employer 7,
Windsor,2013,Major Employer 8,
Windsor,2013,Major Employer 9,
Windsor,2013,Major Employer 10,
Windsor Locks,2013,Major Employer 1,Utc Aerospace Systems
Windsor Locks,2013,Major Employer 2,C & S Wholesale Grocers Inc
Windsor Locks,2013,Major Employer 3,Ahlstrom Nonwovens Llc
Windsor Locks,2013,Major Employer 4,Bombardier Aerospace
Windsor Locks,2013,Major Employer 5,Sheraton-Bradley Airport
Windsor Locks,2013,Major Employer 6,
Windsor Locks,2013,Major Employer 7,
Windsor Locks,2013,Major Employer 8,
Windsor Locks,2013,Major Employer 9,
Windsor Locks,2013,Major Employer 10,
Wolcott,2013,Major Employer 1,Devon Precision Industries Inc
Wolcott,2013,Major Employer 2,Wolcott View Manor Health
Wolcott,2013,Major Employer 3,Nucap US
Wolcott,2013,Major Employer 4,Wolcott High School
Wolcott,2013,Major Employer 5,Tyrrell School
Wolcott,2013,Major Employer 6,
Wolcott,2013,Major Employer 7,
Wolcott,2013,Major Employer 8,
Wolcott,2013,Major Employer 9,
Wolcott,2013,Major Employer 10,
Woodbridge,2013,Major Employer 1,Town of Woodbridge
Woodbridge,2013,Major Employer 2,Amity Regional School District
Woodbridge,2013,Major Employer 3,Harborside Willows
Woodbridge,2013,Major Employer 4,Emeritus
Woodbridge,2013,Major Employer 5,Coachman's Square
Woodbridge,2013,Major Employer 6,
Woodbridge,2013,Major Employer 7,
Woodbridge,2013,Major Employer 8,
Woodbridge,2013,Major Employer 9,
Woodbridge,2013,Major Employer 10,
Woodbury,2013,Major Employer 1,Regional School District 14
Woodbury,2013,Major Employer 2,Global Brass & Copper
Woodbury,2013,Major Employer 3,Nonnewaug High School
Woodbury,2013,Major Employer 4,Mitchell Elementary School
Woodbury,2013,Major Employer 5,Woodbury Middle School
Woodbury,2013,Major Employer 6,
Woodbury,2013,Major Employer 7,
Woodbury,2013,Major Employer 8,
Woodbury,2013,Major Employer 9,
Woodbury,2013,Major Employer 10,
Woodstock,2013,Major Employer 1,Woodstock Public Schools
Woodstock,2013,Major Employer 2,Crabtree & Evelyn Ltd
Woodstock,2013,Major Employer 3,Northeast Placement Svc
Woodstock,2013,Major Employer 4,Linemaster Switch Corp
Woodstock,2013,Major Employer 5,Woodstock Academy
Woodstock,2013,Major Employer 6,
Woodstock,2013,Major Employer 7,
Woodstock,2013,Major Employer 8,
Woodstock,2013,Major Employer 9,
Woodstock,2013,Major Employer 10,
Andover,2014,Major Employer 1,Andover Elementary School
Andover,2014,Major Employer 2,Andover Fire Dept
Andover,2014,Major Employer 3,Benjamin Franklin Plumbing
Andover,2014,Major Employer 4,Channel 3 Kids Camp
Andover,2014,Major Employer 5,Scott Electrokrafts Inc
Andover,2014,Major Employer 6,
Andover,2014,Major Employer 7,
Andover,2014,Major Employer 8,
Andover,2014,Major Employer 9,
Andover,2014,Major Employer 10,
Ansonia,2014,Major Employer 1,Ansonia Board of Education
Ansonia,2014,Major Employer 2,Big Y World Class Market
Ansonia,2014,Major Employer 3,Farrel Corp
Ansonia,2014,Major Employer 4,Target
Ansonia,2014,Major Employer 5,YMCA
Ansonia,2014,Major Employer 6,
Ansonia,2014,Major Employer 7,
Ansonia,2014,Major Employer 8,
Ansonia,2014,Major Employer 9,
Ansonia,2014,Major Employer 10,
Ashford,2014,Major Employer 1,Ashford Schools
Ashford,2014,Major Employer 2,Church of Jesus Christ of Lds
Ashford,2014,Major Employer 3,Connri Camp Youth Camp
Ashford,2014,Major Employer 4,Hole In the Wall Gang Camp
Ashford,2014,Major Employer 5,Webster Boy Scouts Reservation
Ashford,2014,Major Employer 6,
Ashford,2014,Major Employer 7,
Ashford,2014,Major Employer 8,
Ashford,2014,Major Employer 9,
Ashford,2014,Major Employer 10,
Avon,2014,Major Employer 1,Advanced Reproductive Svcs Ctr
Avon,2014,Major Employer 2,COCC
Avon,2014,Major Employer 3,Employers Reinsurance Corp
Avon,2014,Major Employer 4,Guinness Udv/Diageo
Avon,2014,Major Employer 5,Walmart
Avon,2014,Major Employer 6,
Avon,2014,Major Employer 7,
Avon,2014,Major Employer 8,
Avon,2014,Major Employer 9,
Avon,2014,Major Employer 10,
Barkhamsted,2014,Major Employer 1,Barkhamsted Elementary School
Barkhamsted,2014,Major Employer 2,Lombard Ford
Barkhamsted,2014,Major Employer 3,Sterling Engineering Corp
Barkhamsted,2014,Major Employer 4,Superintendent of Schools
Barkhamsted,2014,Major Employer 5,Village At Boulder Ridge
Barkhamsted,2014,Major Employer 6,
Barkhamsted,2014,Major Employer 7,
Barkhamsted,2014,Major Employer 8,
Barkhamsted,2014,Major Employer 9,
Barkhamsted,2014,Major Employer 10,
Beacon Falls,2014,Major Employer 1,Bakers Choice Products
Beacon Falls,2014,Major Employer 2,Beacon Falls Fire Dept
Beacon Falls,2014,Major Employer 3,Di Giorgi Roofing & Siding Inc
Beacon Falls,2014,Major Employer 4,Leaf Guard-Southern Ct Llc
Beacon Falls,2014,Major Employer 5,Woodland Regional High School
Beacon Falls,2014,Major Employer 6,
Beacon Falls,2014,Major Employer 7,
Beacon Falls,2014,Major Employer 8,
Beacon Falls,2014,Major Employer 9,
Beacon Falls,2014,Major Employer 10,
Berlin,2014,Major Employer 1,A & P Food Store
Berlin,2014,Major Employer 2,Corbin Russwin Inc
Berlin,2014,Major Employer 3,Hartford Direct
Berlin,2014,Major Employer 4,Northeast Utilities
Berlin,2014,Major Employer 5,Residential Management Svc Inc
Berlin,2014,Major Employer 6,
Berlin,2014,Major Employer 7,
Berlin,2014,Major Employer 8,
Berlin,2014,Major Employer 9,
Berlin,2014,Major Employer 10,
Bethany,2014,Major Employer 1,Bethany Board of Education
Bethany,2014,Major Employer 2,Bethany Elementary School
Bethany,2014,Major Employer 3,Chemtura Corp
Bethany,2014,Major Employer 4,Laticrete International Inc
Bethany,2014,Major Employer 5,State Police
Bethany,2014,Major Employer 6,
Bethany,2014,Major Employer 7,
Bethany,2014,Major Employer 8,
Bethany,2014,Major Employer 9,
Bethany,2014,Major Employer 10,
Bethel,2014,Major Employer 1,Ability Beyond Disability
Bethel,2014,Major Employer 2,Amica Mutual Insurance Co
Bethel,2014,Major Employer 3,Duracell North Atlantic Group
Bethel,2014,Major Employer 4,Cascades Assisted Living
Bethel,2014,Major Employer 5,Big Y
Bethel,2014,Major Employer 6,
Bethel,2014,Major Employer 7,
Bethel,2014,Major Employer 8,
Bethel,2014,Major Employer 9,
Bethel,2014,Major Employer 10,
Bethlehem,2014,Major Employer 1,Wellspring
Bethlehem,2014,Major Employer 2,Bethlehem Selectmen
Bethlehem,2014,Major Employer 3,Bethlehem Elementary School
Bethlehem,2014,Major Employer 4,Black Swan/Antique Limousine
Bethlehem,2014,Major Employer 5,Bethlehem Fire Dept
Bethlehem,2014,Major Employer 6,
Bethlehem,2014,Major Employer 7,
Bethlehem,2014,Major Employer 8,
Bethlehem,2014,Major Employer 9,
Bethlehem,2014,Major Employer 10,
Bloomfield,2014,Major Employer 1,Cigna Corp
Bloomfield,2014,Major Employer 2,Home Goods Distribution Ctr
Bloomfield,2014,Major Employer 3,Kaman Aerospace Corp
Bloomfield,2014,Major Employer 4,Kamatics Corp
Bloomfield,2014,Major Employer 5,Jacobs Vehicle Systems Inc
Bloomfield,2014,Major Employer 6,
Bloomfield,2014,Major Employer 7,
Bloomfield,2014,Major Employer 8,
Bloomfield,2014,Major Employer 9,
Bloomfield,2014,Major Employer 10,
Bolton,2014,Major Employer 1,Bolton Center School
Bolton,2014,Major Employer 2,Bolton High School
Bolton,2014,Major Employer 3,Bolton Veterinary Hospital Pc
Bolton,2014,Major Employer 4,Larco Machine Co
Bolton,2014,Major Employer 5,Simoniz USA Inc
Bolton,2014,Major Employer 6,
Bolton,2014,Major Employer 7,
Bolton,2014,Major Employer 8,
Bolton,2014,Major Employer 9,
Bolton,2014,Major Employer 10,
Bozrah,2014,Major Employer 1,Moark Egg
Bozrah,2014,Major Employer 2,Camp Tadma
Bozrah,2014,Major Employer 3,Gilman Brothers Co
Bozrah,2014,Major Employer 4,Fields Memorial School
Bozrah,2014,Major Employer 5,Bozrah Superintendent's Office
Bozrah,2014,Major Employer 6,
Bozrah,2014,Major Employer 7,
Bozrah,2014,Major Employer 8,
Bozrah,2014,Major Employer 9,
Bozrah,2014,Major Employer 10,
Branford,2014,Major Employer 1,Champion America Inc
Branford,2014,Major Employer 2,Blakeslee Prestress Inc
Branford,2014,Major Employer 3,John D Thompson Hospice Inst
Branford,2014,Major Employer 4,Branford Gun Club
Branford,2014,Major Employer 5,Hospice Home Care/Conn Hospice
Branford,2014,Major Employer 6,
Branford,2014,Major Employer 7,
Branford,2014,Major Employer 8,
Branford,2014,Major Employer 9,
Branford,2014,Major Employer 10,
Bridgeport,2014,Major Employer 1,Trefz Corp
Bridgeport,2014,Major Employer 2,Bridgeport Hospital
Bridgeport,2014,Major Employer 3,St Vincent's Medical Ctr
Bridgeport,2014,Major Employer 4,People's United Financial Inc
Bridgeport,2014,Major Employer 5,Allied Barton Security Svc
Bridgeport,2014,Major Employer 6,
Bridgeport,2014,Major Employer 7,
Bridgeport,2014,Major Employer 8,
Bridgeport,2014,Major Employer 9,
Bridgeport,2014,Major Employer 10,
Bridgewater,2014,Major Employer 1,Parker Medical Inc
Bridgewater,2014,Major Employer 2,Burnham School
Bridgewater,2014,Major Employer 3,Maywood
Bridgewater,2014,Major Employer 4,Internet Advertising Conslnts
Bridgewater,2014,Major Employer 5,Bridgewater Admin Asst
